,id,name,transcription-direction,product,region,synonym,regulation,component
3412,ECOLI:G6646,puuE,+,Protein,"(1365550, 1366815)",goaG,REG0-11876; RNA-Mediated-Translation-Regulation,TU0-13210; TU0-13211
3413,ECOLI:G6647,ycjM,+,Protein,"(1370216, 1371895)",ggaP,,TU0-13212
3414,ECOLI:G6648,ycjN,+,Protein,"(1371909, 1373201)",,,TU0-13212
3415,ECOLI:G6649,ycjO,+,Protein,"(1373222, 1374103)",,,TU0-13212
3416,ECOLI:G6650,ycjP,+,Protein,"(1374090, 1374932)",,REG0-14295; Transcription-Factor-Binding,TU0-13212
3417,ECOLI:G6651,ycjQ,+,Protein,"(1374963, 1376015)",,,TU0-13212
3418,ECOLI:G6652,ycjR,+,Protein,"(1376034, 1376822)",dte,,TU0-13212
3419,ECOLI:G6653,ycjS,+,Protein,"(1376832, 1377887)",,,TU0-13212
3420,ECOLI:G6654,ycjT,+,Protein,"(1377884, 1380151)",,,TU0-13212
3421,ECOLI:G6655,ycjU,+,Protein,"(1380148, 1380807)",pgmB,,TU0-13212
3422,ECOLI:G6656,ycjV,+,putative ABC transporter ATP-binding protein YcjV,"(1380821, 1381789)",,,TU0-13212
3423,ECOLI:G6657,ompG,+,Protein,"(1381947, 1382852)",,,TU0-13212; TU0-13213
3424,ECOLI:G6658,ycjW,-,Protein,"(1382963, 1383961)",,,TU0-8695
3425,ECOLI:G6659,ycjX,+,Protein,"(1384117, 1385514)",,,TU0-14473; TU0-13214
3426,ECOLI:G6660,tpx,-,Protein,"(1388305, 1388811)",yzzJ,REG0-14106; Transcription-Factor-Binding,TU544
3427,ECOLI:G6661,ycjG,+,Protein,"(1388930, 1389895)",ycjH,,TU0-8693
3428,ECOLI:G6662,mpaA,-,Protein,"(1389870, 1390598)",ycjI,,TU0-42524; TU0-41739; TU0-13215
3429,ECOLI:G6663,ycjY,-,Protein,"(1390933, 1391853)",,,TU0-42524; TU0-13216
3430,ECOLI:G6664,pgrR,+,Protein,"(1391991, 1392890)",ycjZ,,TU0-13217
3431,ECOLI:G6665,mppA,+,Protein,"(1393227, 1394840)",ynaH,,TU0-13218
3432,ECOLI:G6666,ynaI,-,Protein,"(1394891, 1395922)",,,TU0-8636
3433,ECOLI:G6667,insH4,+,Protein,"(1396112, 1397092)",trs5-4; yi52_4,,TU0-13219
3434,ECOLI:G6668,ynaJ,+,Protein,"(1397365, 1397622)",,,TU0-13220
3435,ECOLI:G6669,abgB,-,Protein,"(1401810, 1403255)",ydaI,,TU0-13222
3436,ECOLI:G6670,abgA,-,Protein,"(1403255, 1404565)",ydaJ,REG0-14424; Transcription-Factor-Binding,TU0-13222
3437,ECOLI:G6671,abgR,+,Protein,"(1404741, 1405649)",,,TU0-8760
3438,ECOLI:G6672,smrA,+,Protein,"(1405979, 1406542)",ydaL,,TU0-8696
3439,ECOLI:G6673,dgcM,-,Protein,"(1406563, 1407795)",ydaM,REG0-15438; Transcription-Factor-Binding; REG0-15437; Transcription-Factor-Binding,TU0-8697
3440,ECOLI:G6674,zntB,+,Protein,"(1408050, 1409033)",ydaN,,TU0-13223
3441,ECOLI:G6675,ttcA,-,Protein,"(1411013, 1411948)",ydaO,,TU0-13225
3442,ECOLI:G6676,intR,-,Protein,"(1412000, 1413235)",ydaP,,TU0-13226
3443,ECOLI:G6677,xisR,-,Protein,"(1413237, 1413452)",ydaQ,,TU0-13226
3444,ECOLI:G6679,ydaG,-,Protein,"(1419322, 1419456)",gatA,,TU0-13229
3445,ECOLI:G6680,racR,-,Protein,"(1419765, 1420241)",rarC; ydaR,,TU0-13230
3446,ECOLI:G6681,ydaS,+,Protein,"(1420365, 1420661)",,,TU0-13231
3447,ECOLI:G6682,ydaT,+,Protein,"(1420684, 1421106)",,REG0-14715; Transcription-Factor-Binding,TU0-13231
3448,ECOLI:G6683,ydaU,+,Protein,"(1421119, 1421976)",,REG0-14716; Transcription-Factor-Binding,TU0-13231
3449,ECOLI:G6684,ydaV,+,Protein,"(1421983, 1422729)",,,TU0-13231
3450,ECOLI:G6685,ydaW,+,Protein,"(1422752, 1423312)",,,TU0-13231
3451,ECOLI:G6688,ynaK,+,Protein,"(1425377, 1425640)",,REG0-14797; Transcription-Factor-Binding,TU0-13234
3452,ECOLI:G6689,ydaY,+,Protein,"(1425621, 1425980)",,,TU0-13234
3453,ECOLI:G6691,ynaA,+,Protein,"(1426454, 1427482)",tmpR,,TU0-13235
3454,ECOLI:G6693,insH5,-,Protein,"(1427746, 1428726)",yi52_5; trs5-5,,TU0-8834
3455,ECOLI:G6695,stfR,+,Protein,"(1429049, 1432411)",ynaB,REG0-14655; Transcription-Factor-Binding,TU0-13236
3456,ECOLI:G6696,tfaR,+,Protein,"(1432411, 1432986)",ynaC,REG0-14660; Transcription-Factor-Binding,TU0-13236
3457,ECOLI:G6697,pinR,-,Protein,"(1433084, 1433674)",ynaD,,TU0-13237
3458,ECOLI:G6698,ynaE,-,Protein,"(1433991, 1434224)",,,TU0-13238
3459,ECOLI:G6699,uspF,-,Protein,"(1435185, 1435619)",yzzL; ynaF; UP03,REG0-16065; Transcription-Factor-Binding,TU0-13239
3460,ECOLI:G6700,ompN,-,Protein,"(1435760, 1436893)",ynaG,REG0-14603; Transcription-Factor-Binding,TU0-42540; TU0-41760; TU0-13240
3461,ECOLI:G6701,ydbK,-,Protein,"(1437260, 1440784)",pfo,,TU0-42540; TU0-41760; TU0-8699
3462,ECOLI:G6702,hslJ,-,Protein,"(1441321, 1441743)",ydbI,,TU0-13241
3463,ECOLI:G6703,ydbH,+,Protein,"(1443051, 1445690)",,,TU0-13242
3464,ECOLI:G6704,ynbE,+,Protein,"(1445687, 1445872)",,,TU0-13242
3465,ECOLI:G6705,ydbL,+,Protein,"(1445880, 1446206)",,,TU0-13242
3466,ECOLI:G6706,feaR,-,Protein,"(1446378, 1447283)",ydbM; maoX; maoB,REG0-16205; Transcription-Factor-Binding; REG0-14499; Transcription-Factor-Binding,TU0-42549; TU0-42548; TU0-42547; TU501
3467,ECOLI:G6708,paaZ,-,Protein,"(1451597, 1453642)",ydbN; maoC,REG0-16121; Transcription-Factor-Binding,TU4
3468,ECOLI:G6709,paaA,+,Protein,"(1453927, 1454856)",ydbO,,TU5
3469,ECOLI:G6710,paaB,+,Protein,"(1454868, 1455155)",ynbF,,TU5
3470,ECOLI:G6711,paaC,+,Protein,"(1455164, 1455910)",ydbP,,TU5
3471,ECOLI:G6712,paaD,+,Protein,"(1455925, 1456422)",ydbQ,,TU5
3472,ECOLI:G6713,paaE,+,Protein,"(1456430, 1457500)",ydbR,,TU5
3473,ECOLI:G6714,paaF,+,Protein,"(1457497, 1458264)",ydbR; ydbS,,TU5
3474,ECOLI:G6715,paaG,+,Protein,"(1458264, 1459052)",ydbT,,TU5
3475,ECOLI:G6716,paaH,+,Protein,"(1459054, 1460481)",hbdH; ydbU,,TU5
3476,ECOLI:G6717,paaI,+,Protein,"(1460471, 1460893)",ydbV,,TU5
3477,ECOLI:G6718,paaJ,+,Protein,"(1460893, 1462098)",ydbW,,TU0-44207; TU0-44206; TU0-44205; TU5
3478,ECOLI:G6719,paaK,+,Protein,"(1462125, 1463438)",,REG0-11880; RNA-Mediated-Translation-Regulation,TU5
3479,ECOLI:G6720,paaX,+,Protein,"(1463539, 1464489)",ydbY,,TU7
3480,ECOLI:G6721,paaY,+,Protein,"(1464471, 1465061)",ydbZ,,TU7
3481,ECOLI:G6723,insD2,-,Protein,"(1467921, 1468826)",yi22-2,,TU0-13245
3482,ECOLI:G6724,insC2,-,Protein,"(1468784, 1469149)",yi21-2,,TU0-13245
3483,ECOLI:G6725,insI2,+,Protein,"(1469358, 1470509)",tra8-2,,TU0-13246
3484,ECOLI:G6727,ynbA,+,Protein,"(1477621, 1478226)",,,TU0-13250
3485,ECOLI:G6728,ynbB,+,Protein,"(1478226, 1479122)",,,TU0-13250
3486,ECOLI:G6729,ynbC,+,Protein,"(1479138, 1480895)",,,TU0-13250
3487,ECOLI:G6730,ynbD,+,Protein,"(1480909, 1482201)",,,TU0-13250
3488,ECOLI:G6731,azoR,-,Protein,"(1482255, 1482860)",acpD,,TU0-42461
3489,ECOLI:G6732,hrpA,+,Protein,"(1483061, 1486963)",,,TU0-13251
3490,ECOLI:G6736,mokB,-,Protein,"(1491962, 1492129)",,,TU0-13256
3491,ECOLI:G6737,ydcI,-,Protein,"(1494148, 1495071)",,REG0-14717; Transcription-Factor-Binding,TU0-8700
3492,ECOLI:G6738,ydcJ,+,Protein,"(1495288, 1496631)",,,TU0-13258
3493,ECOLI:G6741,ydcK,-,Protein,"(1499469, 1500449)",,REG0-15608; Transcription-Factor-Binding,TU0-8701
3494,ECOLI:G6742,ydcL,+,Protein,"(1502457, 1503125)",,REG0-15609; Transcription-Factor-Binding,TU0-13261
3495,ECOLI:G6743,insQ,+,Protein,"(1503657, 1504865)",ydcM; tnpB,,TU0-14243
3496,ECOLI:G6744,ydcO,-,Protein,"(1504905, 1506080)",,,TU0-8702
3497,ECOLI:G6745,sutR,+,Protein,"(1506172, 1506708)",ydcN,,TU0-13264
3498,ECOLI:G6746,rlhA,+,Protein,"(1506781, 1508742)",ydcP,,TU0-13265
3499,ECOLI:G6747,yncJ,-,Protein,"(1508834, 1509064)",,,TU0-14242
3500,ECOLI:G6749,hicB,+,Protein,"(1509508, 1509924)",ydcQ,,TU0-45145; TU0-13266
3501,ECOLI:G6750,ydcR,+,Protein,"(1510003, 1511409)",,,TU0-13267
3502,ECOLI:G6751,ydcS,+,Protein,"(1511654, 1512799)",,REG0-14718; Transcription-Factor-Binding,TU0-42535
3503,ECOLI:G6752,ydcT,+,Protein,"(1512817, 1513830)",,REG0-16066; Transcription-Factor-Binding,TU0-42535
3504,ECOLI:G6753,ydcU,+,Protein,"(1513831, 1514772)",,,TU0-42535
3505,ECOLI:G6754,ydcV,+,Protein,"(1514762, 1515556)",,,TU0-42535
3506,ECOLI:G6755,patD,+,Protein,"(1515578, 1517002)",prr; ydcW,,TU0-42535; TU0-13268
3507,ECOLI:G6756,ortT,+,Protein,"(1517389, 1517562)",ydcX,REG0-14719; Transcription-Factor-Binding; REG0-14356; Transcription-Factor-Binding,TU0-13269
3508,ECOLI:G6757,ydcY,+,Protein,"(1517648, 1517881)",,REG0-13227; Transcription-Factor-Binding,TU0-13270
3509,ECOLI:G6758,ydcZ,-,Protein,"(1517882, 1518331)",,REG0-14720; Transcription-Factor-Binding,TU0-13271
3510,ECOLI:G6759,mnaT,-,Protein,"(1518328, 1518846)",yncA,,TU0-13271
3511,ECOLI:G6760,curA,+,Protein,"(1519027, 1520064)",yncB,,TU0-13272
3512,ECOLI:G6761,mcbR,+,Protein,"(1520262, 1520927)",yncC,,TU0-13273
3513,ECOLI:G6762,pqqU,-,Protein,"(1520963, 1523065)",yncD,REG0-14126; Transcription-Factor-Binding; REG0-14125; Transcription-Factor-Binding,TU0-8637
3514,ECOLI:G6763,yncE,+,Protein,"(1523307, 1524368)",,REG0-16222; Transcription-Factor-Binding; REG0-14128; Transcription-Factor-Binding; REG0-14127; Transcription-Factor-Binding,TU0-8638
3515,ECOLI:G6764,ansP,-,Protein,"(1524481, 1525980)",yncF,REG0-14434; Transcription-Factor-Binding,TU0-8148; TU0-8147
3516,ECOLI:G6765,yncG,+,Protein,"(1526247, 1526864)",,,TU0-13274
3517,ECOLI:G6766,yncH,+,Protein,"(1526940, 1527152)",,,TU0-13275
3518,ECOLI:G6769,yddH,-,Protein,"(1533282, 1533851)",,,TU0-8703
3519,ECOLI:G6770,nhoA,+,Protein,"(1534024, 1534869)",yddI,,TU0-8818
3520,ECOLI:G6772,yddK,-,Protein,"(1544758, 1545714)",,,TU0-13283
3521,ECOLI:G6773,yddL,-,Protein,"(1545738, 1546028)",,,TU0-13283
3522,ECOLI:G6774,yddM,-,Protein,"(1552398, 1552682)",,,TU0-13285
3523,ECOLI:G6775,adhP,-,Protein,"(1552828, 1553838)",yddN,,TU0-13286
3524,ECOLI:G6776,bdm,-,Protein,"(1556065, 1556280)",yddX,,TU0-7141
3525,ECOLI:G6777,ddpF,-,Protein,"(1557112, 1558038)",yddO,,TU0-42463; TU0-42462; TU0-3623
3526,ECOLI:G6778,ddpD,-,Protein,"(1558031, 1559017)",yddP,,TU0-42463; TU0-42462; TU0-3623
3527,ECOLI:G6779,ddpC,-,Protein,"(1559014, 1559910)",yddQ,REG0-14481; Transcription-Factor-Binding,TU0-42463; TU0-42462; TU0-3623
3528,ECOLI:G6780,ddpB,-,Protein,"(1559907, 1560929)",yddR,,TU0-42463; TU0-42462; TU0-3623
3529,ECOLI:G6781,ddpA,-,Protein,"(1560931, 1562481)",yddS,,TU0-42463; TU0-42462; TU0-3623
3530,ECOLI:G6782,ddpX,-,Protein,"(1562495, 1563076)",vanX; yddT,,TU0-42463; TU0-42462; TU0-3623
3531,ECOLI:G6783,dosP,-,Protein,"(1563334, 1565733)",yddU; dos; pdeO,,TU0-8478
3532,ECOLI:G6784,dosC,-,Protein,"(1565758, 1567140)",yddV; dgcO,REG0-16110; Transcription-Factor-Binding,TU0-8478
3533,ECOLI:G6785,digH,-,Protein,"(1567504, 1568823)",yddW,,TU0-13288
3534,ECOLI:G6786,gadC,-,Protein,"(1568954, 1570489)",acsA; xasA,REG0-16044; Transcription-Factor-Binding; REG0-16012; Transcription-Factor-Binding,TU0-45231; TU0-41793; TU369
3535,ECOLI:G6787,ydeM,-,Protein,"(1579633, 1580790)",,,TU0-41795; TU0-13291
3536,ECOLI:G6788,ydeN,-,Protein,"(1580842, 1582524)",,REG0-15611; Transcription-Factor-Binding,TU0-41795; TU0-13292
3537,ECOLI:G6789,ydeO,-,Protein,"(1582926, 1583687)",,REG0-14296; Transcription-Factor-Binding,TU0-14545; TU0-7743
3538,ECOLI:G6790,safA,-,Protein,"(1583762, 1583959)",yneN,REG0-14281; Transcription-Factor-Binding,TU0-14545
3539,ECOLI:G6791,ydeP,-,Protein,"(1584207, 1586486)",,REG0-14721; Transcription-Factor-Binding,TU0-7741
3540,ECOLI:G6792,ydeQ,-,Protein,"(1586820, 1587734)",,REG0-14722; Transcription-Factor-Binding,TU0-13293
3541,ECOLI:G6793,ydeR,-,Protein,"(1587793, 1588296)",,,TU0-13294
3542,ECOLI:G6794,ydeS,-,Protein,"(1588309, 1588839)",,,TU0-13294
3543,ECOLI:G6795,ydeT,-,Protein,"(1588853, 1590001)",fmlC,,TU0-13294
3544,ECOLI:G6798,lsrK,-,Protein,"(1598617, 1600209)",ydeV,,TU0-13299; TU0-13298
3545,ECOLI:G6799,lsrR,-,Protein,"(1600288, 1601241)",ydeW,,TU0-13299
3546,ECOLI:G6800,lsrA,+,Protein,"(1601490, 1603025)",ego; ydeX,,TU0-7861
3547,ECOLI:G6801,lsrC,+,Protein,"(1603019, 1604047)",ydeY,,TU0-7861
3548,ECOLI:G6802,lsrD,+,Protein,"(1604047, 1605039)",ydeZ,,TU0-7861
3549,ECOLI:G6803,lsrB,+,Protein,"(1605051, 1606073)",yneA,,TU0-7861
3550,ECOLI:G6804,lsrF,+,Protein,"(1606100, 1606975)",yneB,,TU0-7861
3551,ECOLI:G6805,lsrG,+,Protein,"(1606999, 1607289)",yneC,REG0-14262; Transcription-Factor-Binding,TU0-7861
3552,ECOLI:G6806,tam,+,Protein,"(1607346, 1608104)",yneD; lsrE,REG0-14283; Transcription-Factor-Binding,TU0-7861; TU0-13300
3553,ECOLI:G6807,yneE,-,Protein,"(1608108, 1609022)",,,TU0-13301
3554,ECOLI:G6808,dgcF,-,Protein,"(1610907, 1611854)",yneF,,TU0-13302
3555,ECOLI:G6809,yneG,-,Protein,"(1611966, 1612325)",,,TU0-13303
3556,ECOLI:G6810,glsB,-,Protein,"(1612325, 1613251)",yneH,,TU0-13303
3557,ECOLI:G6811,sad,-,Protein,"(1613315, 1614703)",yneI,REG0-16137; Transcription-Factor-Binding; REG0-15561; Transcription-Factor-Binding,TU0-13304
3558,ECOLI:G6812,ptrR,+,Protein,"(1614804, 1615685)",yneJ,,TU0-13305
3559,ECOLI:G6813,yneK,+,Protein,"(1615763, 1616878)",,REG0-14798; Transcription-Factor-Binding,TU0-13306
3560,ECOLI:G6814,rspR,+,Protein,"(1628352, 1629038)",ydfH,,TU0-13311
3561,ECOLI:G6815,ydfZ,+,Protein,"(1629215, 1629418)",,,TU0-13312
3562,ECOLI:G6816,ydfI,-,Protein,"(1629453, 1630913)",,,TU0-13313
3563,ECOLI:G6817,ydfJ,-,Protein,"(1631002, 1632285)",ydfJ_2,,TU0-13314
3564,ECOLI:G6818,ydfK,+,Protein,"(1633072, 1633305)",,REG0-14723; Transcription-Factor-Binding; REG0-14297; Transcription-Factor-Binding,TU0-13315
3565,ECOLI:G6819,pinQ,+,Protein,"(1633622, 1634212)",ydfL,,TU0-13316
3566,ECOLI:G6820,tfaQ,-,Protein,"(1634310, 1634885)",ydfM,REG0-14659; Transcription-Factor-Binding,TU0-7681
3567,ECOLI:G6821,stfQ,-,Protein,"(1634885, 1635847)",ydfN,,TU0-7681
3568,ECOLI:G6822,ydfO,+,Protein,"(1637047, 1637457)",,REG0-14357; Transcription-Factor-Binding,TU0-13318
3569,ECOLI:G6823,gnsB,-,Protein,"(1637609, 1637782)",ydfY,,TU0-13319
3570,ECOLI:G6824,ynfN,-,Protein,"(1637954, 1638109)",,,TU0-13320
3571,ECOLI:G6825,cspI,-,Protein,"(1638455, 1638667)",cspJ,,TU0-42493; TU0-6981
3572,ECOLI:G6826,rzpQ,-,Protein,"(1639030, 1639527)",ydfP,,TU0-13321
3573,ECOLI:G6827,rrrQ,-,Protein,"(1639524, 1640057)",ydfQ,,TU0-13321
3574,ECOLI:G6828,ydfR,-,Protein,"(1640054, 1640365)",,REG0-14724; Transcription-Factor-Binding,TU0-13321
3575,ECOLI:G6829,essQ,-,Protein,"(1640370, 1640585)",ydfS,,TU0-13321
3576,ECOLI:G6830,ydfT,-,Protein,"(1642489, 1643241)",quuQ,,TU0-13322
3577,ECOLI:G6831,ydfU,-,Protein,"(1643255, 1644304)",,,TU0-13322
3578,ECOLI:G6832,ydfV,+,Protein,"(1645897, 1646202)",,,TU0-13326
3579,ECOLI:G6833,flxA,+,Protein,"(1646405, 1646737)",,,TU0-1501
3580,ECOLI:G6834,ydfW,-,Protein,"(1647174, 1647323)",intK,,TU0-13327
3581,ECOLI:G6835,ydfX,-,Protein,"(1647346, 1647636)",,,TU0-13327
3582,ECOLI:G6836,insD7,+,Qin prophage; putative transposase,"(1650881, 1651537)",insD,,TU0-13331
3583,ECOLI:G6837,intQ,+,Qin prophage; putative defective integrase,"(1651512, 1652708)",,,TU0-13331
3584,ECOLI:G6838,rspB,-,Protein,"(1652896, 1653915)",,,TU0-13333
3585,ECOLI:G6839,rspA,-,Protein,"(1653927, 1655141)",,,TU0-13333
3586,ECOLI:G6840,ynfA,-,Protein,"(1655347, 1655673)",,,TU0-13334
3587,ECOLI:G6841,ynfB,+,Protein,"(1655808, 1656149)",,REG0-14800; Transcription-Factor-Binding,TU0-13335
3588,ECOLI:G6842,speG,+,Protein,"(1656184, 1656744)",,,TU0-13335
3589,ECOLI:G6843,ynfC,-,Protein,"(1656747, 1657457)",,,TU0-8639
3590,ECOLI:G6844,ynfD,+,Protein,"(1657565, 1657870)",,REG0-14801; Transcription-Factor-Binding,TU0-13336
3591,ECOLI:G6845,ynfE,+,Protein,"(1658069, 1660495)",,REG0-14802; Transcription-Factor-Binding,TU0-45246; TU0-5481
3592,ECOLI:G6846,ynfF,+,Protein,"(1660556, 1662979)",,REG0-14803; Transcription-Factor-Binding,TU0-45246; TU0-5481
3593,ECOLI:G6847,ynfG,+,Protein,"(1662990, 1663607)",,REG0-14804; Transcription-Factor-Binding,TU0-45246; TU0-5481
3594,ECOLI:G6848,ynfH,+,Protein,"(1663609, 1664463)",,,TU0-45246; TU0-5481
3595,ECOLI:G6849,dmsD,+,Protein,"(1664506, 1665120)",ynfI,,TU0-45246; TU0-5481
3596,ECOLI:G6850,clcB,+,Protein,"(1665315, 1666571)",ynfJ; mriT,,TU0-13337
3597,ECOLI:G6851,bidA,-,Protein,"(1666524, 1667219)",ynfK,REG0-15987; Transcription-Factor-Binding; REG0-14805; Transcription-Factor-Binding; REG0-14363; Transcription-Factor-Binding,TU0-45193; TU790; TU0-13338
3598,ECOLI:G6852,mlc,-,Protein,"(1667344, 1668564)",dgsA,,TU0-45193; TU790; TU789
3599,ECOLI:G6853,ynfL,-,Protein,"(1668699, 1669592)",,,TU0-13340
3600,ECOLI:G6854,ynfM,+,Protein,"(1669699, 1670952)",yzyC,,TU0-13341
3601,ECOLI:G6855,asr,+,Protein,"(1671376, 1671684)",,,TU0-45276; TU0-1701
3602,ECOLI:G6856,ydgD,+,Protein,"(1671960, 1672781)",,,TU0-13342
3603,ECOLI:G6857,mdtI,-,Protein,"(1672820, 1673149)",ydgE,,TU0-13343
3604,ECOLI:G6858,mdtJ,-,Protein,"(1673136, 1673501)",ydgF,,TU0-13343
3605,ECOLI:G6859,tqsA,+,Protein,"(1673913, 1674947)",ydgG,,TU0-8532
3606,ECOLI:G6860,ydgH,+,Protein,"(1678427, 1679371)",,REG0-15612; Transcription-Factor-Binding,TU0-13344
3607,ECOLI:G6861,ydgI,+,Protein,"(1679557, 1680939)",arcD,REG0-13697; Transcription-Factor-Binding,TU0-13345
3608,ECOLI:G6862,folM,+,Protein,"(1680976, 1681698)",ydgB,,TU0-13345
3609,ECOLI:G6863,ydgC,-,Protein,"(1681695, 1682030)",,REG0-14115; Transcription-Factor-Binding; REG0-14114; Transcription-Factor-Binding,TU0-8707
3610,ECOLI:G6864,rstA,+,Protein,"(1682159, 1682878)",urpT,REG0-14098; Transcription-Factor-Binding; REG0-14097; Transcription-Factor-Binding,TU0-7784
3611,ECOLI:G6865,ydgA,+,Protein,"(1689852, 1691360)",,,TU0-13348
3612,ECOLI:G6866,uidC,-,Protein,"(1691586, 1692851)",gusC,,TU0-5081
3613,ECOLI:G6867,uidR,-,Protein,"(1696462, 1697052)",gusR,,TU0-5082
3614,ECOLI:G6868,ydgJ,-,Protein,"(1703268, 1704308)",,,TU0-8708
3615,ECOLI:G6869,cnu,+,Protein,"(1704949, 1705164)",ydgT,,TU0-13352
3616,ECOLI:G6870,ydgK,+,Protein,"(1705250, 1705690)",rsxP,,TU0-8456
3617,ECOLI:G6871,rsxA,+,Protein,"(1705767, 1706348)",ydgL,,TU0-8458; TU0-8456
3618,ECOLI:G6872,rsxB,+,Protein,"(1706348, 1706926)",ydgM,,TU0-8458; TU0-8456
3619,ECOLI:G6873,rsxC,+,Protein,"(1706919, 1709141)",ydgN,,TU0-8458; TU0-8456
3620,ECOLI:G6874,rsxD,+,Protein,"(1709142, 1710200)",ydgO,,TU0-8458; TU0-8456
3621,ECOLI:G6875,rsxG,+,Protein,"(1710204, 1710824)",ydgP,,TU0-8458; TU0-8456
3622,ECOLI:G6876,rsxE,+,Protein,"(1710828, 1711523)",ydgQ,,TU0-8458; TU0-8456
3623,ECOLI:G6877,dtpA,+,Protein,"(1712769, 1714271)",ydgR; tppB,REG0-14400; Transcription-Factor-Binding,TU0-8473
3624,ECOLI:G6878,gstA,+,Protein,"(1714377, 1714982)",gst,REG0-16215; Transcription-Factor-Binding,TU0-13353
3625,ECOLI:G6879,pdxY,-,Protein,"(1715026, 1715889)",ydgS,,TU0-14629; TU0-14496; TU0-8865; TU0-8864
3626,ECOLI:G6880,anmK,-,Protein,"(1718493, 1719602)",ydhH,,TU0-13355
3627,ECOLI:G6881,slyB,+,Protein,"(1719876, 1720343)",,,TU0-7803; TU0-7802
3628,ECOLI:G6882,slyA,-,Protein,"(1720390, 1720824)",,REG0-15565; Transcription-Factor-Binding; REG0-15564; Transcription-Factor-Binding,TU0-8511
3629,ECOLI:G6883,ydhI,+,Protein,"(1721025, 1721261)",,,TU-8428
3630,ECOLI:G6884,ydhJ,+,Protein,"(1721264, 1722121)",,,TU-8428
3631,ECOLI:G6885,ydhK,+,Protein,"(1722121, 1724133)",,,TU-8428
3632,ECOLI:G6886,sodC,-,Protein,"(1724134, 1724655)",,REG0-16067; Transcription-Factor-Binding,TU0-13356
3633,ECOLI:G6887,ydhF,-,Protein,"(1724736, 1725632)",,,TU0-13357
3634,ECOLI:G6888,ydhL,-,Protein,"(1725681, 1725920)",,,TU0-13358
3635,ECOLI:G6889,nemR,+,Protein,"(1726023, 1726622)",ydhM,,TU0-42534; TU0-14687; TU0-14351
3636,ECOLI:G6890,nemA,+,Protein,"(1726659, 1727756)",ydhN,,TU0-42534; TU0-14687; TU0-14352
3637,ECOLI:G6891,gloA,+,Protein,"(1727837, 1728244)",,REG0-11725; RNA-Mediated-Translation-Regulation,TU0-42534; TU0-8182
3638,ECOLI:G6892,mepH,+,Protein,"(1734435, 1735250)",ydhO,,TU0-13359
3639,ECOLI:G6893,ydhP,-,Protein,"(1736121, 1737290)",,,TU0-8332
3640,ECOLI:G6894,ydhQ,-,Protein,"(1744871, 1746127)",,REG0-15613; Transcription-Factor-Binding,TU0-8709
3641,ECOLI:G6895,ydhR,+,Protein,"(1746700, 1747005)",,,TU0-13361
3642,ECOLI:G6896,ydhS,+,Protein,"(1747131, 1748735)",,,TU0-13362
3643,ECOLI:G6897,ydhT,-,Protein,"(1748747, 1749559)",,,TU0-14675; TU0-13363
3644,ECOLI:G6898,ydhU,-,Protein,"(1749563, 1750348)",,,TU0-14675; TU0-13363
3645,ECOLI:G6899,ydhX,-,Protein,"(1750345, 1751013)",,,TU0-14675; TU0-13363
3646,ECOLI:G6900,ydhW,-,Protein,"(1751077, 1751724)",,,TU0-14675; TU0-13364
3647,ECOLI:G6901,ydhV,-,Protein,"(1751728, 1753830)",,,TU0-14675; TU0-13364
3648,ECOLI:G6902,ydhY,-,Protein,"(1753851, 1754477)",,,TU0-14675; TU0-13364
3649,ECOLI:G6903,fumD,-,Protein,"(1754932, 1755141)",ydhZ,REG0-16027; Transcription-Factor-Binding,TU0-13365
3650,ECOLI:G6904,ldtE,-,Protein,"(1757721, 1758725)",ynhG,,TU0-13366
3651,ECOLI:G6905,sufE,-,Protein,"(1758874, 1759290)",ynhA,,TU0-2621
3652,ECOLI:G6906,sufS,-,Protein,"(1759303, 1760523)",csdB; ynhB,,TU0-2621
3653,ECOLI:G6907,sufD,-,Protein,"(1760520, 1761791)",ynhC,,TU0-2621
3654,ECOLI:G6908,sufC,-,Protein,"(1761766, 1762512)",ynhD,,TU0-2621
3655,ECOLI:G6909,sufB,-,Protein,"(1762522, 1764009)",ynhE,,TU0-2621
3656,ECOLI:G6911,ydiH,-,Protein,"(1764934, 1765122)",,,TU0-13368
3657,ECOLI:G6912,menI,-,Protein,"(1765222, 1765632)",ydiI,,TU0-13368
3658,ECOLI:G6913,ydiJ,-,Protein,"(1765629, 1768685)",,,TU0-13368
3659,ECOLI:G6914,ydiK,+,Protein,"(1769074, 1770186)",,,TU0-13369
3660,ECOLI:G6915,ydiL,+,Protein,"(1770615, 1770971)",,REG0-14726; Transcription-Factor-Binding,TU0-13371
3661,ECOLI:G6916,ydiM,+,Protein,"(1771071, 1772285)",,REG0-13232; Transcription-Factor-Binding,TU0-13372
3662,ECOLI:G6917,ydiN,+,Protein,"(1772512, 1773777)",,,TU0-13373
3663,ECOLI:G6918,ydiO,+,Protein,"(1777196, 1778347)",,REG0-14727; Transcription-Factor-Binding,TU0-13374
3664,ECOLI:G6919,ydiP,-,Protein,"(1778390, 1779301)",,REG0-14728; Transcription-Factor-Binding,TU0-8710
3665,ECOLI:G6920,ydiQ,+,Protein,"(1779617, 1780381)",,,TU0-5322
3666,ECOLI:G6921,ydiR,+,Protein,"(1780401, 1781339)",,,TU0-5322
